leaf_id,proposed_condition,photo_file,photo_relative_path,spectrum_file,spectrum_relative_path,confidence,reason
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_17_42_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_42_Pro.jpg,850.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\850.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_17_53_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_53_Pro.jpg,850.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\850.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_16_17_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_16_17_Pro.jpg,940.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\940.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_16_24_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_16_24_Pro.jpg,940.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\940.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_16_48_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_16_48_Pro.jpg,940.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\940.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_17_13_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_13_Pro.jpg,940.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\940.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_17_30_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_30_Pro.jpg,940.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\940.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_17_42_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_42_Pro.jpg,940.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\940.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy leaf,WIN_20260515_15_17_53_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_53_Pro.jpg,940.ocv,Camera Roll\spectrometru frunza\fruza nesanatoasa-galben\940.ocv,medium,Photo group 2 was captured second; the next spectrometer sequence is in folder 'fruza nesanatoasa-galben'.
leaf_or_region_B,yellow/unhealthy direct/no-filter,WIN_20260515_15_16_17_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_16_17_Pro.jpg,galben direct.ocv,Camera Roll\spectrometru frunza\fara filtru frunza verde-galben-maro\galben direct.ocv,medium,Direct/no-filter spectrometer file name identifies the measured region.
leaf_or_region_B,yellow/unhealthy direct/no-filter,WIN_20260515_15_16_24_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_16_24_Pro.jpg,galben direct.ocv,Camera Roll\spectrometru frunza\fara filtru frunza verde-galben-maro\galben direct.ocv,medium,Direct/no-filter spectrometer file name identifies the measured region.
leaf_or_region_B,yellow/unhealthy direct/no-filter,WIN_20260515_15_16_48_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_16_48_Pro.jpg,galben direct.ocv,Camera Roll\spectrometru frunza\fara filtru frunza verde-galben-maro\galben direct.ocv,medium,Direct/no-filter spectrometer file name identifies the measured region.
leaf_or_region_B,yellow/unhealthy direct/no-filter,WIN_20260515_15_17_13_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_13_Pro.jpg,galben direct.ocv,Camera Roll\spectrometru frunza\fara filtru frunza verde-galben-maro\galben direct.ocv,medium,Direct/no-filter spectrometer file name identifies the measured region.
leaf_or_region_B,yellow/unhealthy direct/no-filter,WIN_20260515_15_17_30_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_30_Pro.jpg,galben direct.ocv,Camera Roll\spectrometru frunza\fara filtru frunza verde-galben-maro\galben direct.ocv,medium,Direct/no-filter spectrometer file name identifies the measured region.
leaf_or_region_B,yellow/unhealthy direct/no-filter,WIN_20260515_15_17_42_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_42_Pro.jpg,galben direct.ocv,Camera Roll\spectrometru frunza\fara filtru frunza verde-galben-maro\galben direct.ocv,medium,Direct/no-filter spectrometer file name identifies the measured region.
leaf_or_region_B,yellow/unhealthy direct/no-filter,WIN_20260515_15_17_53_Pro.jpg,Camera Roll\Poze normale frunza 2\WIN_20260515_15_17_53_Pro.jpg,galben direct.ocv,Camera Roll\spectrometru frunza\fara filtru frunza verde-galben-maro\galben direct.ocv,medium,Direct/no-filter spectrometer file name identifies the measured region.
brown_region_no_matching_photo,brown direct/no-filter,,.,maro direct.ocv,Camera Roll\spectrometru frunza\fara filtru frunza verde-galben-maro\maro direct.ocv,low,Direct/no-filter spectrometer file name identifies the measured region.
leaf_or_region_A,green/healthy direct/no-filter,WIN_20260515_15_03_51_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_03_51_Pro.jpg,verde direct.ocv,Camera Roll\spectrometru frunza\fara filtru frunza verde-galben-maro\verde direct.ocv,medium,Direct/no-filter spectrometer file name identifies the measured region.
leaf_or_region_A,green/healthy direct/no-filter,WIN_20260515_15_04_05_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_04_05_Pro.jpg,verde direct.ocv,Camera Roll\spectrometru frunza\fara filtru frunza verde-galben-maro\verde direct.ocv,medium,Direct/no-filter spectrometer file name identifies the measured region.
leaf_or_region_A,green/healthy direct/no-filter,WIN_20260515_15_04_17_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_04_17_Pro.jpg,verde direct.ocv,Camera Roll\spectrometru frunza\fara filtru frunza verde-galben-maro\verde direct.ocv,medium,Direct/no-filter spectrometer file name identifies the measured region.
leaf_or_region_A,green/healthy direct/no-filter,WIN_20260515_15_04_30_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_04_30_Pro.jpg,verde direct.ocv,Camera Roll\spectrometru frunza\fara filtru frunza verde-galben-maro\verde direct.ocv,medium,Direct/no-filter spectrometer file name identifies the measured region.
leaf_or_region_A,green/healthy direct/no-filter,WIN_20260515_15_04_42_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_04_42_Pro.jpg,verde direct.ocv,Camera Roll\spectrometru frunza\fara filtru frunza verde-galben-maro\verde direct.ocv,medium,Direct/no-filter spectrometer file name identifies the measured region.
leaf_or_region_A,green/healthy direct/no-filter,WIN_20260515_15_05_00_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_05_00_Pro.jpg,verde direct.ocv,Camera Roll\spectrometru frunza\fara filtru frunza verde-galben-maro\verde direct.ocv,medium,Direct/no-filter spectrometer file name identifies the measured region.
leaf_or_region_A,green/healthy direct/no-filter,WIN_20260515_15_05_08_Pro.jpg,Camera Roll\Poze normale frunza 1\WIN_20260515_15_05_08_Pro.jpg,verde direct.ocv,Camera Roll\spectrometru frunza\fara filtru frunza verde-galben-maro\verde direct.ocv,medium,Direct/no-filter spectrometer file name identifies the measured region.
